category	country	country_short	lang	lang_short	name	region	subject	text	type	url	lat	lon
International	Japan	JP	Japanese	ja	asahi-JP	Asia	General News	Asahi Shimbun (Japan)	webnews	https://www.asahi.com/	36.5748441	139.2394179
National	Belarus	BY	English	en	visegradinsight	Europe Other	General News	Visegrad Insight	webnews	https://visegradinsight.eu/	53.4250605	27.6971358
International	United Kingdom	GB	English	en	reuters-uk	Europe Other	General News	Reuters (United Kingdom)	webnews	https://uk.reuters.com/	54.702354500000006	-3.2765752999999997
Local	Sweden	SE	Swedish	sv	kkuriren	European Union	General News	kkuriren	webnews	https://www.kkuriren.se/	59.67497120000001	14.5208584
National	Lebanon	LB	English	en	dailystar-LB	Middle East	General News	The Daily Star - Lebanon	webnews	http://www.dailystar.com.lb/News/Lebanon-News.ashx#axzz2hm2EvBhu	33.875062899999996	35.843409
National	Lebanon	LB	French	fr	lorientlejour	Middle East	General News	L'Orient-Le Jour	webnews	http://www.lorientlejour.com	33.9004544	35.50406508486736
National	Denmark	DK	Danish	da	nordjyske	European Union	General News	nordjyske	webnews	https://nordjyske.dk/	57.021463600000004	9.9736427
National	Romania	RO	Romanian	ro	nineoclock	European Union	General News	Nine o'clock	webnews	http://www.nineoclock.ro/	45.98521289999999	24.6859225
National	Germany	DE	German	de	rhein-zeitung	European Union	General News	Rhein-Zeitung	webnews	http://www.rhein-zeitung.de/startseite.html	50.7887232	7.8741883
National	Austria	AT	English	en	dailyadvertiser	Oceania	General News	Aujourd'hui la Turquie	webnews	http://www.dailyadvertiser.com.au/	47.2000338	13.199959
Local	Italy	IT	Italian	it	firenzetoday	European Union	General News	Firenze Today	webnews	http://www.firenzetoday.it/	42.6384261	12.674297
National	Italy	IT	Italian	it	ilcorrieredelverbano	European Union	General News	Il corriere del Verbano	webnews	http://www.ilcorrieredelverbano.it/cms/	42.6384261	12.674297
National	Armenia	AM	Armenian	hy	panarmenian	Asia	General News	PanARMENIAN	webnews	http://www.panarmenian.net/	40.21232235	44.487087990436976
National	Palestine, State of	PS	Arabic	ar	alquds	Middle East	General News	Al Quds	webnews	http://www.alquds.com/	31.94696655	35.27386547291496
National	Russia	RU	Russian	ru	svoboda	Asia	General News	svoboda	webnews	https://www.svoboda.org	54.544701	21.72941
National	Congo, The Democratic Republic of the	CD	French	fr	lephareonline	Africa	General News	Le Phare	webnews	https://www.lephareonline.net/		
National	United Kingdom	GB	English	en	maidenhead-advertiser	Europe Other	General News	Maidenhead Advertiser	webnews	http://www.maidenhead-advertiser.co.uk/Home/	54.702354500000006	-3.2765752999999997
